Programa,Threads,Tama√±o Matriz,Tiempo,Iteracion
mmPosix,8,256,5595,23
matrizFxC,8,512,53610,23
matrizFxT,8,512,36459,23
mmPosix,8,512,53878,23
matrizFxC,8,1024,697260,23
matrizFxT,8,1024,300316,23
mmPosix,8,1024,663305,23
matrizFxC,16,64,482,23
matrizFxT,16,64,564,23
mmPosix,16,64,643,23
matrizFxC,16,128,689,23
matrizFxT,16,128,633,23
mmPosix,16,128,869,23
matrizFxC,16,256,2880,23
matrizFxT,16,256,2855,23
mmPosix,16,256,3190,23
matrizFxC,16,512,32154,23
matrizFxT,16,512,19424,23
mmPosix,16,512,26851,23
matrizFxC,16,1024,328423,23
matrizFxT,16,1024,158997,23
mmPosix,16,1024,349831,23
matrizFxC,32,64,865,23
matrizFxT,32,64,704,23
mmPosix,32,64,1092,23
matrizFxC,32,128,884,23
matrizFxT,32,128,878,23
mmPosix,32,128,1212,23
matrizFxC,32,256,2759,23
matrizFxT,32,256,2296,23
mmPosix,32,256,2733,23
matrizFxC,32,512,24204,23
matrizFxT,32,512,13756,23
mmPosix,32,512,23635,23
matrizFxC,32,1024,219335,23
matrizFxT,32,1024,102248,23
mmPosix,32,1024,269929,23
matrizFxC,1,64,536,24
matrizFxT,1,64,563,24
mmPosix,1,64,887,24
matrizFxC,1,128,4048,24
matrizFxT,1,128,3871,24
mmPosix,1,128,5304,24
matrizFxC,1,256,32512,24
matrizFxT,1,256,32953,24
mmPosix,1,256,38696,24
matrizFxC,1,512,401275,24
matrizFxT,1,512,270432,24
mmPosix,1,512,427856,24
matrizFxC,1,1024,4901873,24
matrizFxT,1,1024,2204641,24
mmPosix,1,1024,5351361,24
matrizFxC,2,64,489,24
matrizFxT,2,64,481,24
mmPosix,2,64,587,24
matrizFxC,2,128,2378,24
matrizFxT,2,128,2067,24
mmPosix,2,128,2818,24
matrizFxC,2,256,16655,24
matrizFxT,2,256,16683,24
mmPosix,2,256,19593,24
matrizFxC,2,512,209775,24
matrizFxT,2,512,137419,24
mmPosix,2,512,212920,24
matrizFxC,2,1024,2773217,24
matrizFxT,2,1024,1128394,24
mmPosix,2,1024,2763412,24
matrizFxC,4,64,392,24
matrizFxT,4,64,411,24
mmPosix,4,64,1283,24
matrizFxC,4,128,1424,24
matrizFxT,4,128,1175,24
mmPosix,4,128,1641,24
matrizFxC,4,256,8860,24
matrizFxT,4,256,8918,24
mmPosix,4,256,10658,24
matrizFxC,4,512,100519,24
matrizFxT,4,512,70597,24
mmPosix,4,512,104087,24
matrizFxC,4,1024,1390065,24
matrizFxT,4,1024,575050,24
mmPosix,4,1024,1398946,24
matrizFxC,8,64,424,24
matrizFxT,8,64,379,24
mmPosix,8,64,549,24
matrizFxC,8,128,862,24
matrizFxT,8,128,787,24
mmPosix,8,128,1101,24
matrizFxC,8,256,4817,24
matrizFxT,8,256,4763,24
mmPosix,8,256,6282,24
matrizFxC,8,512,52171,24
matrizFxT,8,512,37225,24
mmPosix,8,512,55986,24
matrizFxC,8,1024,688276,24
matrizFxT,8,1024,304556,24
mmPosix,8,1024,655416,24
matrizFxC,16,64,631,24
matrizFxT,16,64,453,24
mmPosix,16,64,1062,24
matrizFxC,16,128,811,24
matrizFxT,16,128,661,24
mmPosix,16,128,817,24
matrizFxC,16,256,2956,24
matrizFxT,16,256,2802,24
mmPosix,16,256,3020,24
matrizFxC,16,512,27975,24
matrizFxT,16,512,19372,24
mmPosix,16,512,27970,24
matrizFxC,16,1024,357042,24
matrizFxT,16,1024,158721,24
mmPosix,16,1024,325229,24
matrizFxC,32,64,686,24
matrizFxT,32,64,686,24
mmPosix,32,64,991,24
matrizFxC,32,128,910,24
matrizFxT,32,128,877,24
mmPosix,32,128,1133,24
matrizFxC,32,256,2713,24
matrizFxT,32,256,2292,24
mmPosix,32,256,2748,24
matrizFxC,32,512,23570,24
matrizFxT,32,512,13767,24
mmPosix,32,512,23476,24
matrizFxC,32,1024,250211,24
matrizFxT,32,1024,102895,24
mmPosix,32,1024,261121,24
matrizFxC,1,64,575,25
matrizFxT,1,64,552,25
mmPosix,1,64,1188,25
matrizFxC,1,128,4098,25
matrizFxT,1,128,3887,25
mmPosix,1,128,5209,25
matrizFxC,1,256,32577,25
matrizFxT,1,256,33156,25
mmPosix,1,256,37856,25
matrizFxC,1,512,468605,25
matrizFxT,1,512,271152,25
mmPosix,1,512,421341,25
matrizFxC,1,1024,5297049,25
matrizFxT,1,1024,2220400,25
mmPosix,1,1024,5312322,25
matrizFxC,2,64,608,25
matrizFxT,2,64,514,25
mmPosix,2,64,866,25
matrizFxC,2,128,2289,25
matrizFxT,2,128,2263,25
mmPosix,2,128,2798,25
matrizFxC,2,256,16827,25
matrizFxT,2,256,17048,25
mmPosix,2,256,19623,25
matrizFxC,2,512,219958,25
matrizFxT,2,512,136404,25
mmPosix,2,512,206943,25
matrizFxC,2,1024,2646985,25
matrizFxT,2,1024,1115672,25
mmPosix,2,1024,2677379,25
matrizFxC,4,64,454,25
matrizFxT,4,64,427,25
mmPosix,4,64,895,25
matrizFxC,4,128,1367,25
matrizFxT,4,128,1410,25
mmPosix,4,128,1795,25
matrizFxC,4,256,9017,25
matrizFxT,4,256,8786,25
mmPosix,4,256,10601,25
matrizFxC,4,512,102978,25
matrizFxT,4,512,69895,25
mmPosix,4,512,124659,25
matrizFxC,4,1024,1360851,25
matrizFxT,4,1024,577165,25
mmPosix,4,1024,1377574,25
matrizFxC,8,64,395,25
matrizFxT,8,64,354,25
mmPosix,8,64,573,25
matrizFxC,8,128,795,25
matrizFxT,8,128,756,25
mmPosix,8,128,1166,25
matrizFxC,8,256,4822,25
matrizFxT,8,256,4824,25
mmPosix,8,256,5487,25
matrizFxC,8,512,52170,25
matrizFxT,8,512,36871,25
mmPosix,8,512,54374,25
matrizFxC,8,1024,682572,25
matrizFxT,8,1024,301766,25
mmPosix,8,1024,701831,25
matrizFxC,16,64,448,25
matrizFxT,16,64,477,25
mmPosix,16,64,692,25
matrizFxC,16,128,722,25
matrizFxT,16,128,735,25
mmPosix,16,128,778,25
matrizFxC,16,256,2854,25
matrizFxT,16,256,3004,25
mmPosix,16,256,3077,25
matrizFxC,16,512,26709,25
matrizFxT,16,512,20002,25
mmPosix,16,512,28020,25
matrizFxC,16,1024,340648,25
matrizFxT,16,1024,156790,25
mmPosix,16,1024,328313,25
matrizFxC,32,64,689,25
matrizFxT,32,64,613,25
mmPosix,32,64,1060,25
matrizFxC,32,128,903,25
matrizFxT,32,128,850,25
mmPosix,32,128,1123,25
matrizFxC,32,256,2763,25
matrizFxT,32,256,2285,25
mmPosix,32,256,2764,25
matrizFxC,32,512,26417,25
matrizFxT,32,512,13770,25
mmPosix,32,512,24681,25
matrizFxC,32,1024,225722,25
matrizFxT,32,1024,102819,25
mmPosix,32,1024,267661,25
matrizFxC,1,64,566,26
matrizFxT,1,64,587,26
mmPosix,1,64,1011,26
matrizFxC,1,128,4065,26
matrizFxT,1,128,3844,26
mmPosix,1,128,5132,26
matrizFxC,1,256,32344,26
matrizFxT,1,256,32894,26
mmPosix,1,256,37848,26
matrizFxC,1,512,436256,26
matrizFxT,1,512,271900,26
mmPosix,1,512,411274,26
matrizFxC,1,1024,5423295,26
matrizFxT,1,1024,2219593,26
mmPosix,1,1024,5461580,26
matrizFxC,2,64,512,26
matrizFxT,2,64,352,26
mmPosix,2,64,973,26
matrizFxC,2,128,2437,26
matrizFxT,2,128,2561,26
mmPosix,2,128,2825,26
matrizFxC,2,256,16814,26
matrizFxT,2,256,16854,26
mmPosix,2,256,19602,26
matrizFxC,2,512,245845,26
matrizFxT,2,512,137381,26
mmPosix,2,512,214959,26
matrizFxC,2,1024,2697037,26
matrizFxT,2,1024,1119656,26
mmPosix,2,1024,2596489,26
matrizFxC,4,64,395,26
matrizFxT,4,64,606,26
mmPosix,4,64,1087,26
matrizFxC,4,128,1430,26
matrizFxT,4,128,1338,26
mmPosix,4,128,1583,26
matrizFxC,4,256,9232,26
matrizFxT,4,256,9028,26
mmPosix,4,256,10357,26
matrizFxC,4,512,114190,26
matrizFxT,4,512,71106,26
mmPosix,4,512,105057,26
matrizFxC,4,1024,1321193,26
matrizFxT,4,1024,577217,26
mmPosix,4,1024,1363016,26
matrizFxC,8,64,384,26
matrizFxT,8,64,397,26
mmPosix,8,64,865,26
matrizFxC,8,128,899,26
matrizFxT,8,128,865,26
mmPosix,8,128,1259,26
matrizFxC,8,256,4835,26
matrizFxT,8,256,5026,26
mmPosix,8,256,6019,26
matrizFxC,8,512,55034,26
matrizFxT,8,512,36880,26
mmPosix,8,512,52738,26
matrizFxC,8,1024,702328,26
matrizFxT,8,1024,304150,26
mmPosix,8,1024,706826,26
matrizFxC,16,64,466,26
matrizFxT,16,64,566,26
mmPosix,16,64,851,26
matrizFxC,16,128,805,26
matrizFxT,16,128,766,26
mmPosix,16,128,860,26
matrizFxC,16,256,2670,26
matrizFxT,16,256,2821,26
mmPosix,16,256,3034,26
matrizFxC,16,512,27449,26
matrizFxT,16,512,19806,26
mmPosix,16,512,28033,26
matrizFxC,16,1024,355885,26
matrizFxT,16,1024,159318,26
mmPosix,16,1024,357592,26
matrizFxC,32,64,667,26
matrizFxT,32,64,621,26
mmPosix,32,64,1048,26
matrizFxC,32,128,908,26
matrizFxT,32,128,883,26
mmPosix,32,128,1151,26
matrizFxC,32,256,2753,26
matrizFxT,32,256,2343,26
mmPosix,32,256,2834,26
matrizFxC,32,512,23760,26
matrizFxT,32,512,13577,26
mmPosix,32,512,23688,26
matrizFxC,32,1024,265502,26
matrizFxT,32,1024,103425,26
mmPosix,32,1024,233506,26
matrizFxC,1,64,567,27
matrizFxT,1,64,569,27
mmPosix,1,64,1141,27
matrizFxC,1,128,4136,27
matrizFxT,1,128,3755,27
mmPosix,1,128,5282,27
matrizFxC,1,256,32728,27
matrizFxT,1,256,32815,27
mmPosix,1,256,37632,27
matrizFxC,1,512,574066,27
matrizFxT,1,512,271803,27
mmPosix,1,512,419051,27
matrizFxC,1,1024,5230281,27
matrizFxT,1,1024,2227737,27
mmPosix,1,1024,5357363,27
matrizFxC,2,64,501,27
matrizFxT,2,64,687,27
mmPosix,2,64,922,27
matrizFxC,2,128,2360,27
matrizFxT,2,128,2287,27
mmPosix,2,128,3014,27
matrizFxC,2,256,16752,27
matrizFxT,2,256,16651,27
mmPosix,2,256,19589,27
matrizFxC,2,512,206167,27
matrizFxT,2,512,136774,27
mmPosix,2,512,204446,27
matrizFxC,2,1024,2614608,27
matrizFxT,2,1024,1121308,27
mmPosix,2,1024,2647851,27
matrizFxC,4,64,411,27
matrizFxT,4,64,502,27
mmPosix,4,64,477,27
matrizFxC,4,128,1484,27
matrizFxT,4,128,1374,27
mmPosix,4,128,1655,27
matrizFxC,4,256,9138,27
matrizFxT,4,256,8790,27
mmPosix,4,256,10577,27
matrizFxC,4,512,96217,27
matrizFxT,4,512,70187,27
mmPosix,4,512,101686,27
matrizFxC,4,1024,1389424,27
matrizFxT,4,1024,573730,27
mmPosix,4,1024,1398460,27
matrizFxC,8,64,412,27
matrizFxT,8,64,426,27
mmPosix,8,64,439,27
matrizFxC,8,128,998,27
matrizFxT,8,128,910,27
mmPosix,8,128,1216,27
matrizFxC,8,256,4860,27
matrizFxT,8,256,4835,27
mmPosix,8,256,6823,27
matrizFxC,8,512,51674,27
matrizFxT,8,512,35911,27
mmPosix,8,512,53686,27
matrizFxC,8,1024,704543,27
matrizFxT,8,1024,303931,27
mmPosix,8,1024,703799,27
matrizFxC,16,64,517,27
matrizFxT,16,64,462,27
mmPosix,16,64,617,27
matrizFxC,16,128,803,27
matrizFxT,16,128,863,27
mmPosix,16,128,909,27
matrizFxC,16,256,2887,27
matrizFxT,16,256,2937,27
mmPosix,16,256,3170,27
matrizFxC,16,512,28970,27
matrizFxT,16,512,19713,27
mmPosix,16,512,27746,27
matrizFxC,16,1024,357920,27
matrizFxT,16,1024,157573,27
mmPosix,16,1024,326447,27
matrizFxC,32,64,657,27
matrizFxT,32,64,686,27
mmPosix,32,64,1089,27
matrizFxC,32,128,910,27
matrizFxT,32,128,897,27
mmPosix,32,128,1201,27
matrizFxC,32,256,2723,27
matrizFxT,32,256,2302,27
mmPosix,32,256,2733,27
matrizFxC,32,512,23958,27
matrizFxT,32,512,13666,27
mmPosix,32,512,24204,27
matrizFxC,32,1024,263299,27
matrizFxT,32,1024,103130,27
mmPosix,32,1024,267213,27
matrizFxC,1,64,566,28
matrizFxT,1,64,564,28
mmPosix,1,64,1028,28
matrizFxC,1,128,4227,28
matrizFxT,1,128,3881,28
mmPosix,1,128,5223,28
matrizFxC,1,256,32589,28
matrizFxT,1,256,32921,28
mmPosix,1,256,37857,28
matrizFxC,1,512,510633,28
matrizFxT,1,512,270715,28
mmPosix,1,512,416701,28
matrizFxC,1,1024,5291755,28
matrizFxT,1,1024,2232480,28
mmPosix,1,1024,5393454,28
matrizFxC,2,64,501,28
matrizFxT,2,64,450,28
mmPosix,2,64,835,28
matrizFxC,2,128,2296,28
matrizFxT,2,128,2277,28
mmPosix,2,128,3140,28
matrizFxC,2,256,16767,28
matrizFxT,2,256,17201,28
mmPosix,2,256,19884,28
matrizFxC,2,512,190918,28
matrizFxT,2,512,136137,28
mmPosix,2,512,208076,28
matrizFxC,2,1024,2745731,28
matrizFxT,2,1024,1123696,28
mmPosix,2,1024,2758829,28
matrizFxC,4,64,398,28
matrizFxT,4,64,466,28
mmPosix,4,64,1087,28
matrizFxC,4,128,1329,28
matrizFxT,4,128,1289,28
mmPosix,4,128,1607,28
matrizFxC,4,256,8813,28
matrizFxT,4,256,9106,28
mmPosix,4,256,10819,28
matrizFxC,4,512,103991,28
matrizFxT,4,512,74668,28
mmPosix,4,512,102040,28
matrizFxC,4,1024,1376695,28
matrizFxT,4,1024,581105,28
mmPosix,4,1024,1388811,28
matrizFxC,8,64,439,28
matrizFxT,8,64,266,28
mmPosix,8,64,642,28
matrizFxC,8,128,1026,28
matrizFxT,8,128,891,28
mmPosix,8,128,1164,28
matrizFxC,8,256,4905,28
matrizFxT,8,256,4815,28
mmPosix,8,256,5652,28
matrizFxC,8,512,50715,28
matrizFxT,8,512,35807,28
mmPosix,8,512,51841,28
matrizFxC,8,1024,702056,28
matrizFxT,8,1024,305565,28
mmPosix,8,1024,663061,28
matrizFxC,16,64,485,28
matrizFxT,16,64,507,28
mmPosix,16,64,630,28
matrizFxC,16,128,723,28
matrizFxT,16,128,610,28
mmPosix,16,128,939,28
matrizFxC,16,256,2830,28
matrizFxT,16,256,2706,28
mmPosix,16,256,3056,28
matrizFxC,16,512,26720,28
matrizFxT,16,512,19915,28
mmPosix,16,512,28021,28
matrizFxC,16,1024,321375,28
matrizFxT,16,1024,166327,28
mmPosix,16,1024,360101,28
matrizFxC,32,64,664,28
matrizFxT,32,64,607,28
mmPosix,32,64,993,28
matrizFxC,32,128,925,28
matrizFxT,32,128,829,28
mmPosix,32,128,1163,28
matrizFxC,32,256,2746,28
matrizFxT,32,256,2300,28
mmPosix,32,256,2860,28
matrizFxC,32,512,23829,28
matrizFxT,32,512,13815,28
mmPosix,32,512,23752,28
matrizFxC,32,1024,222939,28
matrizFxT,32,1024,103168,28
mmPosix,32,1024,230813,28
matrizFxC,1,64,587,29
matrizFxT,1,64,584,29
mmPosix,1,64,1053,29
matrizFxC,1,128,4230,29
matrizFxT,1,128,3786,29
mmPosix,1,128,5221,29
matrizFxC,1,256,32612,29
matrizFxT,1,256,33321,29
mmPosix,1,256,38173,29
matrizFxC,1,512,404392,29
matrizFxT,1,512,274650,29
mmPosix,1,512,408897,29
matrizFxC,1,1024,5388997,29
matrizFxT,1,1024,2244922,29
mmPosix,1,1024,5367890,29
matrizFxC,2,64,498,29
matrizFxT,2,64,495,29
mmPosix,2,64,752,29
matrizFxC,2,128,2344,29
matrizFxT,2,128,2334,29
mmPosix,2,128,2901,29
matrizFxC,2,256,16971,29
matrizFxT,2,256,16782,29
mmPosix,2,256,19645,29
matrizFxC,2,512,206224,29
matrizFxT,2,512,136603,29
mmPosix,2,512,206971,29
matrizFxC,2,1024,2773248,29
matrizFxT,2,1024,1123415,29
mmPosix,2,1024,2779396,29
matrizFxC,4,64,396,29
matrizFxT,4,64,432,29
mmPosix,4,64,510,29
matrizFxC,4,128,1370,29
matrizFxT,4,128,1340,29
mmPosix,4,128,2016,29
matrizFxC,4,256,9229,29
matrizFxT,4,256,8938,29
mmPosix,4,256,10589,29
matrizFxC,4,512,99585,29
matrizFxT,4,512,70651,29
mmPosix,4,512,103852,29
matrizFxC,4,1024,1390247,29
matrizFxT,4,1024,577839,29
mmPosix,4,1024,1399934,29
matrizFxC,8,64,410,29
matrizFxT,8,64,362,29
mmPosix,8,64,453,29
matrizFxC,8,128,900,29
matrizFxT,8,128,1035,29
mmPosix,8,128,1414,29
matrizFxC,8,256,4960,29
matrizFxT,8,256,4885,29
mmPosix,8,256,6288,29
matrizFxC,8,512,49854,29
matrizFxT,8,512,36472,29
mmPosix,8,512,53472,29
matrizFxC,8,1024,633533,29
matrizFxT,8,1024,300279,29
mmPosix,8,1024,701635,29
matrizFxC,16,64,468,29
matrizFxT,16,64,457,29
mmPosix,16,64,657,29
matrizFxC,16,128,794,29
matrizFxT,16,128,740,29
mmPosix,16,128,863,29
matrizFxC,16,256,2855,29
matrizFxT,16,256,2913,29
mmPosix,16,256,3431,29
matrizFxC,16,512,28333,29
matrizFxT,16,512,19428,29
mmPosix,16,512,28794,29
matrizFxC,16,1024,339517,29
matrizFxT,16,1024,158543,29
mmPosix,16,1024,342424,29
matrizFxC,32,64,683,29
matrizFxT,32,64,679,29
mmPosix,32,64,1099,29
matrizFxC,32,128,912,29
matrizFxT,32,128,905,29
mmPosix,32,128,1137,29
matrizFxC,32,256,2730,29
matrizFxT,32,256,2315,29
mmPosix,32,256,2760,29
matrizFxC,32,512,25838,29
matrizFxT,32,512,13747,29
mmPosix,32,512,24378,29
matrizFxC,32,1024,291441,29
matrizFxT,32,1024,103939,29
mmPosix,32,1024,261933,29
matrizFxC,1,64,574,30
matrizFxT,1,64,571,30
mmPosix,1,64,1190,30
matrizFxC,1,128,4122,30
matrizFxT,1,128,3917,30
mmPosix,1,128,5214,30
matrizFxC,1,256,33247,30
matrizFxT,1,256,33205,30
mmPosix,1,256,38206,30
matrizFxC,1,512,422332,30
matrizFxT,1,512,274114,30
mmPosix,1,512,414443,30
matrizFxC,1,1024,5687763,30
matrizFxT,1,1024,2245849,30
mmPosix,1,1024,5368077,30
matrizFxC,2,64,443,30
matrizFxT,2,64,517,30
mmPosix,2,64,724,30
matrizFxC,2,128,2347,30
matrizFxT,2,128,2085,30
mmPosix,2,128,3175,30
matrizFxC,2,256,16647,30
matrizFxT,2,256,16668,30
mmPosix,2,256,19357,30
matrizFxC,2,512,202631,30
matrizFxT,2,512,140229,30
mmPosix,2,512,202268,30
matrizFxC,2,1024,2734458,30
matrizFxT,2,1024,1124359,30
mmPosix,2,1024,2601388,30
matrizFxC,4,64,455,30
matrizFxT,4,64,364,30
mmPosix,4,64,970,30
matrizFxC,4,128,1366,30
matrizFxT,4,128,1428,30
mmPosix,4,128,1679,30
matrizFxC,4,256,8948,30
matrizFxT,4,256,9056,30
mmPosix,4,256,10471,30
matrizFxC,4,512,100879,30
matrizFxT,4,512,69366,30
mmPosix,4,512,103469,30
matrizFxC,4,1024,1374706,30
matrizFxT,4,1024,581675,30
mmPosix,4,1024,1391648,30
matrizFxC,8,64,290,30
matrizFxT,8,64,508,30
mmPosix,8,64,1027,30
matrizFxC,8,128,845,30
matrizFxT,8,128,1014,30
mmPosix,8,128,1044,30
matrizFxC,8,256,4910,30
matrizFxT,8,256,4896,30
mmPosix,8,256,5595,30
matrizFxC,8,512,50937,30
matrizFxT,8,512,37549,30
mmPosix,8,512,52294,30
matrizFxC,8,1024,702290,30
matrizFxT,8,1024,304020,30
mmPosix,8,1024,705243,30
matrizFxC,16,64,511,30
matrizFxT,16,64,347,30
mmPosix,16,64,608,30
matrizFxC,16,128,640,30
matrizFxT,16,128,639,30
mmPosix,16,128,831,30
matrizFxC,16,256,2755,30
matrizFxT,16,256,2729,30
mmPosix,16,256,3177,30
matrizFxC,16,512,26910,30
matrizFxT,16,512,19323,30
mmPosix,16,512,27505,30
matrizFxC,16,1024,359544,30
matrizFxT,16,1024,160312,30
mmPosix,16,1024,345851,30
matrizFxC,32,64,682,30
matrizFxT,32,64,651,30
mmPosix,32,64,1010,30
matrizFxC,32,128,878,30
matrizFxT,32,128,860,30
mmPosix,32,128,1198,30
matrizFxC,32,256,2839,30
matrizFxT,32,256,2329,30
mmPosix,32,256,2794,30
matrizFxC,32,512,23774,30
matrizFxT,32,512,13630,30
mmPosix,32,512,24241,30
matrizFxC,32,1024,217555,30
matrizFxT,32,1024,103271,30
mmPosix,32,1024,266729,30
